key,city,state,Lat,Lng
53,Chandler,AZ,33.3061605,-111.8412502
54,Flagstaff,AZ,35.1982836,-111.651302
55,Glendale,AZ,34.1425078,-118.255075
56,Mesa,AZ,33.4151843,-111.8314724
57,Nogales,AZ,31.3403775,-110.9342532
58,Peoria,AZ,40.6936488,-89.5889864
59,Phoenix,AZ,33.4483771,-112.0740373
60,Prescott,AZ,34.5400242,-112.4685025
61,Scottsdale,AZ,33.4941704,-111.9260519
62,Surprise,AZ,33.6292337,-112.3679279
63,Tempe,AZ,33.4255104,-111.9400054
64,Tucson,AZ,32.2226066,-110.9747108
65,Tuscon,AZ,32.2226066,-110.9747108
66,Valentine,AZ,35.38825,-113.65831
67,Agoura Hills,CA,34.1533395,-118.7616764
68,Alameda,CA,37.7798721,-122.2821855
69,Anaheim,CA,33.8365932,-117.9143012
70,Arcadia,CA,37.5557825,22.3337769
71,Arcata,CA,40.8665166,-124.0828396
72,Artesia,CA,50.8375023,-113.966757
73,Azusa,CA,34.1336186,-117.9075627
74,Bakersfield,CA,35.3732921,-119.0187125
75,Banning,CA,33.9255713,-116.8764103
76,Bell,CA,46.5175505,-84.3292388
77,Bellflower,CA,42.3768903,-85.6488168
78,Benicia,CA,38.049365,-122.1585777
79,Berkeley,CA,37.8715226,-122.273042
80,Berkeley,CA,37.8718992,-122.2585399
81,Beverly Hills,CA,34.0736204,-118.4003563
82,Bolinas,CA,37.9093702,-122.6863733
83,Buena Park,CA,33.8674044,-117.9981387
84,Burbank,CA,34.1808392,-118.3089661
85,Burlingame ,CA,37.5778696,-122.34809
86,Caliente,CA,44.4491891,-88.0569486
87,Camarillo,CA,34.2163937,-119.0376023
88,Cameron Park,CA,49.2542333,-122.9012049
89,Camp Pendleton,CA,45.6600195,-118.7805708
90,Canoga Park,CA,34.208254,-118.6058609
91,Capitola,CA,36.9752283,-121.953293
92,Carlsbad,CA,33.1580933,-117.3505939
93,Carmel,CA,36.5552386,-121.9232879
94,Chatsworth,CA,44.3716712,-80.8543847
95,Chico,CA,45.7219392,-73.6631762
96,Chula Vista,CA,32.6400541,-117.0841955
97,Clairmont,CA,55.2431912,-118.7945239
98,Claremont,CA,48.5159339,-123.3751858
99,Clovis,CA,36.8252277,-119.7029194
100,Concord,CA,43.798329,-79.5079073
101,Costa Mesa,CA,33.6638439,-117.9047429
102,Cotati,CA,38.3293416,-122.7096666
103,Covina,CA,34.0900091,-117.8903397
104,Culver City,CA,34.0211224,-118.3964665
105,Cupertino,CA,37.3229978,-122.0321823
106,Daly City,CA,37.6879241,-122.4702079
107,Dana Point,CA,33.4672256,-117.6981014
108,Danville,CA,45.7849952,-72.0145063
109,Davis,CA,49.6971225,-112.787507
110,Del Mar,CA,32.9594891,-117.2653146
111,Dinuba,CA,36.5432837,-119.3870656
112,Duarte,CA,43.2596882,-79.8477053
113,East Palo Alto,CA,37.4688273,-122.1410751
114,El Cajon,CA,32.7947731,-116.9625269
115,El Centro,CA,32.792,-115.5630514
116,El Monte,CA,34.0686206,-118.0275667
117,Elk Grove,CA,38.4087993,-121.3716178
118,Emeryville,CA,37.8395028,-122.2892278
119,Encinitas,CA,33.0369867,-117.2919818
120,Encino,CA,34.1517492,-118.5214282
121,Escondido,CA,33.1192068,-117.086421
122,Eureka,CA,48.8799647,-115.0535001
123,Exeter,CA,43.3472758,-81.4805653
124,Fairfield,CA,48.416956,-123.352104
125,Forestville,CA,48.7391752,-69.087641
126,Foster City,CA,37.5585465,-122.2710788
127,Fremont,CA,37.5485396,-121.988583
128,Fresno,CA,36.7377981,-119.7871247
129,Fullerton,CA,33.8703645,-117.9242123
130,Galt,CA,43.360053,-80.306239
131,Gardena,CA,43.7227031,-79.6852027
132,Glendale,CA,34.1425078,-118.255075
133,Grass Valley,CA,39.2190608,-121.0610606
134,Hayward,CA,43.5121602,-79.673623
135,Hollywood,CA,34.0928092,-118.3286614
136,Huntington Beach,CA,33.6594835,-117.9988026
137,Huntington Park,CA,43.2207152,-79.8292008
138,Idyllwild,CA,33.7467471,-116.7152556
139,Imperial Beach,CA,32.5839444,-117.1130849
140,Indio,CA,33.7205771,-116.2155619
141,Inglewood,CA,51.034201,-114.020136
142,Irvine,CA,33.6845673,-117.8265049
143,Kentfield,CA,37.9521465,-122.5571997
144,La Cañada Flintridge,CA,34.2068182,-118.2000277
145,La Jolla,CA,32.8328112,-117.2712717
146,La Mirada,CA,33.9172357,-118.0120086
147,Ladera Ranch,CA,33.550735,-117.6411717
148,Laguna Beach,CA,33.5427189,-117.7853568
149,Laguna Hills,CA,33.5916433,-117.6986604
150,Lake Forest,CA,42.2586342,-87.840625
151,Lakewood ,CA,50.4959985,-104.6661838
152,Lee Vining,CA,37.957592,-119.119943
153,Livermore,CA,37.6818688,-121.7684732
154,Livermore ,CA,37.6818688,-121.7684732
155,Lockwood,CA,51.6431633,-105.0127824
156,Lompoc,CA,34.6391501,-120.4579409
157,Long Beach,CA,33.7700504,-118.1937395
158,Loomis,CA,53.5566071,-113.6411002
159,Los Altos Hills,CA,37.3796627,-122.1374637
160,Los Angeles,CA,34.0522342,-118.2436849
161,Los Gatos,CA,37.2358078,-121.9623751
162,Madera,CA,36.9613356,-120.0607176
163,Manhattan Beach,CA,33.8847361,-118.4109089
164,Martinez,CA,40.429848,-104.703311
165,Menlo Park,CA,37.4529598,-122.1817252
166,Menlo Park ,CA,37.4529598,-122.1817252
167,Milipitas,CA,37.4323341,-121.8995741
168,Mill Valley,CA,37.9060368,-122.5449763
169,Milpitas,CA,37.4323341,-121.8995741
170,Mission Hills,CA,49.8356014,-119.5876532
171,Modesto,CA,37.6392595,-120.9970014
172,Monrovia,CA,34.1442616,-118.0019482
173,Monterey,CA,36.6002378,-121.8946761
174,Monterey Park,CA,51.0815903,-113.9291389
175,Mountain View,CA,37.3860517,-122.0838511
176,Napa,CA,53.5603909,-113.6199348
177,National City,CA,32.6781085,-117.0991967
178,Nevada City,CA,39.2615606,-121.0160594
179,Newport Beach,CA,33.6188829,-117.9298493
180,North Hollywood,CA,34.187044,-118.3812562
181,Novato,CA,38.1074198,-122.5697032
182,Oakland,CA,37.8043514,-122.2711639
183,Occidental,CA,52.976174,-122.497601
184,Oceanside ,CA,33.1958696,-117.3794834
185,Ojai,CA,34.4480495,-119.242889
186,Olema,CA,38.0407566,-122.7880459
187,Orange,CA,28.4844995,-81.2518833
188,Orange,CA,42.590354,-72.3097914
189,Oxnard,CA,34.1975048,-119.1770516
190,Pacific Grove,CA,36.6177374,-121.9166215
191,Pacoima,CA,34.2767691,-118.4104684
192,Palm Desert,CA,33.7222445,-116.3744556
193,Palm Springs,CA,33.8302961,-116.5452921
194,Palo Alto,CA,37.4418834,-122.1430195
195,Palos Verdes Estates,CA,33.8005714,-118.3900737
196,Pasadena,CA,34.1477849,-118.1445155
197,Paso Robles,CA,35.6368759,-120.6545022
198,Pescadero,CA,37.2551636,-122.3830152
199,Petaluma,CA,38.232417,-122.6366524
200,Pleasant Hill,CA,52.1242108,-106.6974248
201,Pleasanton,CA,37.6604484,-121.8757968
202,Pomona,CA,34.055103,-117.7499909
203,Potrero,CA,10.4580682,-85.7679461
204,Poway,CA,32.9628232,-117.0358646
205,Rancho Cordova,CA,38.5890723,-121.302728
206,Rancho Cucamonga,CA,34.1063989,-117.5931084
207,Rancho Mirage,CA,33.739744,-116.41279
208,Rancho Santa Fe,CA,33.020321,-117.202813
209,Redding,CA,40.5865396,-122.3916754
210,Redlands,CA,34.0555693,-117.1825381
211,Redwood City,CA,37.4852152,-122.2363548
212,Richmond,CA,49.1665898,-123.133569
213,Riverside,CA,53.1790196,-105.7498324
214,Rocklin,CA,38.7907339,-121.2357828
215,Rohnert Park,CA,38.3396367,-122.7010984
216,Roseville,CA,45.0060767,-93.1566107
217,Sacramento,CA,38.5815719,-121.4943996
218,Saint Helena,CA,-15.9650104,-5.7089241
219,Salida,CA,45.3566318,-93.8194173
220,Salinas,CA,36.6777372,-121.6555013
221,San Bernardino,CA,34.1083449,-117.2897652
222,San Carlos,CA,37.5071591,-122.2605222
223,San Clemente,CA,33.4273521,-117.6126004
224,San Diego,CA,32.715738,-117.1610838
225,San Dimas,CA,34.1066756,-117.8067257
226,San Francisco,CA,37.7749295,-122.4194155
227,San Fransisco,CA,37.7749295,-122.4194155
228,San Jacinto,CA,33.7839084,-116.958635
229,San José,CA,37.3382082,-121.8863286
230,San Jose,CA,37.3382082,-121.8863286
231,San Juan Capistrano,CA,33.5019027,-117.6627655
232,San Leandro,CA,37.7257663,-122.1568554
233,San Luis Obispo,CA,35.2827524,-120.6596156
234,San Marcos,CA,29.8832749,-97.9413941
235,San Marino,CA,43.94236,12.457777
236,San Mateo,CA,37.5629917,-122.3255254
237,San Pedro,CA,33.7360619,-118.2922461
238,San Rafael,CA,37.9735346,-122.5310874
239,San Ramon,CA,37.7643595,-121.9539616
240,Santa Ana,CA,33.7454725,-117.867653
241,Santa Barbara,CA,34.4208305,-119.6981901
242,Santa Clara,CA,37.3541079,-121.9552356
243,Santa Clarita,CA,34.3916641,-118.542586
244,Santa Cruz,CA,36.9741171,-122.0307963
245,Santa Monica,CA,34.0194543,-118.4911912
246,Santa Paula,CA,34.3541659,-119.0592705
247,Santa Rosa,CA,38.440429,-122.7140548
248,Saratoga,CA,43.0448483,-73.6300729
249,Sausalito,CA,37.8590937,-122.4852507
250,Scotts Valley,CA,37.0510595,-122.0146841
251,Sherman Oaks,CA,34.1489719,-118.451357
252,Signal Hill,CA,51.0218027,-114.1780703
253,Simi Valley,CA,34.2694474,-118.781482
254,Sonoma,CA,38.291859,-122.4580356
255,South Lake Tahoe,CA,38.939926,-119.9771868
256,Stinson Beach,CA,37.9004816,-122.6444263
257,Stockton,CA,37.9577016,-121.2907796
258,Studio City,CA,34.1395597,-118.3870991
259,Sunnyvale,CA,37.36883,-122.0363496
260,Sylmar,CA,34.3058279,-118.4571974
261,Tarzana,CA,34.1494848,-118.5506158
262,Temecula,CA,33.4936391,-117.1483648
263,Thousand Oaks,CA,34.1705609,-118.8375937
264,Trabuco Canyon,CA,33.6655081,-117.5869862
265,Truckee,CA,39.327962,-120.1832533
266,Tustin,CA,33.7420005,-117.8236391
267,Upland,CA,43.8247508,-79.4388184
268,Valencia,CA,39.4699075,-0.3762881
269,Valley Center,CA,33.2183701,-117.0341967
270,Van Nuys,CA,34.1898566,-118.451357
271,Venice,CA,45.4408474,12.3155151
272,Ventura,CA,43.6114244,-79.5269501
273,Ventura,CA,34.2804923,-119.2945199
274,Visalia,CA,36.3302284,-119.2920585
275,Vista,CA,56.661712,-111.133895
276,Walnut,CA,42.994777,-81.252545
277,Walnut Creek,CA,37.9100783,-122.0651819
278,Watsonville,CA,36.910231,-121.7568946
279,West Hollywood,CA,34.0900091,-118.3617443
280,Westlake Village,CA,34.1466467,-118.8073729
281,Whitewater,CA,49.4938756,-117.2936084
282,Winchester,CA,45.0887625,-75.3532867
283,Woodland Hills,CA,34.165357,-118.6089752
284,Yorba Linda,CA,33.8885035,-117.8132571
285,Arvada,CO,39.8027644,-105.0874842
286,Aspen,CO,39.1910983,-106.8175387
287,Aurora,CO,4.5206744,-74.121335
288,Avon,CO,4.6399092,-74.0647902
289,Basalt,CO,39.3688731,-107.0328241
290,Boulder,CO,40.0149856,-105.2705456
291,Castle Rock,CO,10.3848384,-75.4658459
292,Centennial,CO,39.5807452,-104.8771726
293,Colorado Springs,CO,38.8338816,-104.8213634
294,Cortez,CO,4.6292726,-74.0669281
295,Creede,CO,37.8491662,-106.9264345
296,Crested Butte,CO,38.8697146,-106.9878231
297,Denver,CO,39.7392358,-104.990251
298,Denver ,CO,39.7392358,-104.990251
299,Divide,CO,4.7109886,-74.072092
300,Durango,CO,24.0277202,-104.6531759
301,Englewood,CO,39.6477653,-104.9877597
302,Estes Park,CO,40.3772059,-105.5216651
303,Fort Collins,CO,40.5852602,-105.084423
304,Golden,CO,4.6157421,-74.1543871
305,Granby,CO,45.4032289,-72.7340662
306,Grand Junction,CO,39.0638705,-108.5506486
307,Greeley,CO,40.4233142,-104.7091322
308,Greenwood Village,CO,39.6172101,-104.9508141
309,Highlands Ranch,CO,39.5480789,-104.9739333
310,Keenesburg,CO,40.1083158,-104.5199585
311,Keystone,CO,39.6084419,-105.9436693
312,Lafayette,CO,30.2240897,-92.0198427
313,Lakewood,CO,29.7303278,-95.4346238
314,Littleton,CO,39.613321,-105.0166498
315,Longmont,CO,40.1672068,-105.1019275
316,Louisville,CO,38.2526647,-85.7584557
317,Loveland,CO,40.3977612,-105.0749801
318,Monument,CO,4.593847,-74.0750866
319,Palmer Lake,CO,39.1222138,-104.917204
320,Paonia,CO,38.8683204,-107.5920017
321,Parker,CO,4.6003158,-74.0745638
322,Pueblo,CO,4.5930219,-74.3690405
323,Ridgway,CO,38.1525873,-107.7556162
324,Silverthorne,CO,39.6296191,-106.0712941
325,Snowmass Village,CO,39.2130418,-106.9378207
326,Steamboat Springs,CO,40.4849769,-106.8317158
327,Telluride,CO,37.9374939,-107.8122852
328,USAF Academy,CO,38.9983094,-104.8613176
329,Vail,CO,39.6402638,-106.3741955
330,Westminster,CO,51.4974948,-0.1356583
331,Andover,CT,42.6583356,-71.1367953
332,Avon,CT,36.10512,-95.913989
333,Bloomfield,CT,40.8067546,-74.1854209
334,Bridgeport,CT,41.1792258,-73.1894384
335,Bristol,CT,41.6717648,-72.9492703
336,Brookfield,CT,39.0203139,-95.7641518
337,Cos Cob,CT,41.0340436,-73.5996472
338,Danbury,CT,41.394817,-73.4540111
339,Darien,CT,41.0771914,-73.4686858
340,East Hartford,CT,41.7634219,-72.6128339
341,Essex,CT,51.5742447,0.4856781
342,Fairfield,CT,41.1408363,-73.2612615
343,Gales Ferry,CT,41.4281979,-72.084541
344,Greenwich,CT,41.0262417,-73.6281964
345,Hamden,CT,41.3838782,-72.9026064
346,Hartford,CT,41.7658043,-72.6733723
347,Manchester,CT,53.4807593,-2.2426305
348,Middletown,CT,41.5623209,-72.6506488
349,Milford,CT,41.2306979,-73.064036
350,Mystic,CT,41.3542656,-71.966462
351,New Britain,CT,41.6612104,-72.7795419
352,New Canaan,CT,41.146763,-73.4948445
353,New Haven,CT,41.308274,-72.9278835
354,New London,CT,41.3556539,-72.0995209
355,Newington,CT,41.6972996,-72.7228293
356,North Stonington,CT,41.4409323,-71.8811827
357,Norwalk,CT,41.117744,-73.4081575
358,Norwich,CT,41.5242649,-72.0759105
359,Old Lyme,CT,41.3159315,-72.3289715
360,Old Saybrook,CT,41.2960159,-72.3845301
361,Ridgefield,CT,41.2840635,-73.4975412
362,Southbury,CT,41.4793072,-73.2133715
363,Southport,CT,33.921563,-78.0202677
364,Stamford,CT,41.0534302,-73.5387341
365,Stonington,CT,41.3358915,-71.9058854
366,Storrs,CT,41.8084314,-72.2495231
367,Stratford,CT,41.1845415,-73.1331651
368,Torrington,CT,41.8003049,-73.1211715
369,Trumbull,CT,41.2428563,-73.2006639
370,Wallingford,CT,41.4570108,-72.8230736
371,Waterbury,CT,41.5581525,-73.0514965
372,Wesport,CT,39.0569468,-94.5954715
373,West Hartford,CT,41.7620842,-72.7420151
374,Westport,CT,39.0569468,-94.5954715
375,Woodbridge,CT,40.5575986,-74.2846022
376, Washington,DC,47.7510741,-120.7401385
377,Washingotn,DC,47.7510741,-120.7401385
378,Washington,DC,47.7510741,-120.7401385
379,Washington ,DC,47.7510741,-120.7401385
380,Wasington,DC,38.9071923,-77.0368707
381,Hockessin,DE,39.7876112,-75.6966001
382,New Castle,DE,54.978252,-1.61778
383,Newark,DE,40.735657,-74.1723667
384,Wilmington,DE,34.2103894,-77.8868117
385, Miami,FL,25.7616798,-80.1917902
386,Altamonte Springs,FL,28.6611089,-81.3656242
387,Anna Maria,FL,27.5311474,-82.7334334
388,Apopka,FL,28.6934076,-81.5322149
389,Boca Raton,FL,26.3683064,-80.1289321
390,Bonita Springs,FL,26.339806,-81.7786972
391,Boynton Beach,FL,26.5317866,-80.0905465
392,Bradenton,FL,27.4989278,-82.5748194
393,Brandon,FL,45.9652386,-95.5986557
394,Casselberry,FL,28.677775,-81.3278455
395,Clearwater,FL,27.9658533,-82.8001026
396,Clermont,FL,28.5494447,-81.7728543
397,Cocoa,FL,28.3861159,-80.7419984
398,Coconut Creek,FL,26.2517482,-80.1789351
399,Coral Gables,FL,25.7491968,-80.2635411
400,Coral Springs,FL,26.271192,-80.2706044
401,Crystal River,FL,28.902479,-82.5926012
402,Dania Beach,FL,26.052311,-80.1439343
403,Davie,FL,26.0764783,-80.2521157
404,Daytona Beach,FL,29.2108147,-81.0228331
405,Deerfield Beach,FL,26.3184123,-80.0997657
406,Delray Beach,FL,26.4614625,-80.0728201
407,Doral,FL,25.8195424,-80.3553302
408,Englewood,FL,39.6477653,-104.9877597
409,Enterprise,FL,37.223958,-95.7304277
410,Eustis,FL,28.8527675,-81.6853534
411,Fernandina Beach,FL,30.6696818,-81.4625919
412,Fort  Lauderdale,FL,26.1224386,-80.1373174
413,Fort Lauderdale,FL,26.1224386,-80.1373174
414,Fort Meyers,FL,26.640628,-81.8723084
415,Fort Myers,FL,26.640628,-81.8723084
416,Fort Pierce,FL,27.4467056,-80.3256056
417,Fort Walton Beach,FL,30.4200708,-86.6170308
418,Ft. Lauderdale,FL,26.1224386,-80.1373174
419,Ft. Myers,FL,26.640628,-81.8723084
420,Ft. Pierce,FL,27.4467056,-80.3256056
421,Gainesville,FL,29.6516344,-82.3248262
422,Highland City,FL,40.4282634,-111.7887176
423,Hobe Sound,FL,27.059498,-80.1364323
424,Holiday,FL,28.18787,-82.7412
425,Hollywood,FL,34.0928092,-118.3286614
426,Immokalee,FL,26.4185248,-81.4174057
427,Indiantown,FL,27.0272756,-80.4856083
428,Jacksonville,FL,30.3321838,-81.655651
429,Jacksonville Beach,FL,30.2841224,-81.3961338
430,Jensen Beach,FL,27.2544906,-80.2297697
431,Juno Beach,FL,26.8797819,-80.0533743
432,Kissimmee,FL,28.2919557,-81.407571
433,Lake Mary,FL,28.7588833,-81.3178446
434,Lake Worth,FL,26.6167555,-80.0684479
435,Lakeland,FL,28.0394654,-81.9498042
436,Lakewood Ranch,FL,27.4117037,-82.4285151
437,Largo,FL,27.9094665,-82.7873244
438,Leesburg,FL,39.1156615,-77.5636015
439,Lehigh Acres,FL,26.6253497,-81.6248026
440,Lighthouse Point,FL,26.275636,-80.0872654
441,Live Oak,FL,30.2949457,-82.98402
442,Longwood,FL,39.871271,-75.6747203
443,Longwood,FL,40.8554327,-72.9224329
444,Madeira Beach,FL,27.7980814,-82.7973247
445,Maitland,FL,28.6277767,-81.3631244
446,Merritt Island,FL,28.3180688,-80.6659842
447,Miami,FL,25.7616798,-80.1917902
448,Miami Beach,FL,25.790654,-80.1300455
449,Miami Lakes,FL,25.9087056,-80.3086619
450,Naples,FL,26.1420358,-81.7948103
451,Naval Air Station Pensacola,FL,30.355674,-87.2883339
452,Niceville,FL,30.5168639,-86.482172
453,North Fort Myers,FL,26.6672935,-81.8800861
454,North Miami Beach,FL,25.9331488,-80.1625463
455,North Naples,FL,26.2670045,-81.7896381
456,North Palm Beach,FL,26.8171165,-80.0590804
457,Ocala,FL,29.1871986,-82.1400923
458,Okeechobee,FL,27.2439349,-80.8297828
459,Orlando,FL,28.5383355,-81.3792365
460,Osprey,FL,40.7022854,-73.9955827
461,Oviedo,FL,28.669997,-81.2081203
462,Palatka,FL,29.6485801,-81.6375819
463,Palm Bay,FL,28.0344621,-80.5886646
464,Palm Beach,FL,26.7056206,-80.0364297
465,Palm Beach Gardens,FL,26.8396096,-80.1019144
466,Palm City,FL,27.1678268,-80.2661591
467,Palm Harbor,FL,28.0780718,-82.7637127
468,Palmetto,FL,27.5214269,-82.5723193
469,Palmetto Bay,FL,25.6217715,-80.3247748
470,Panama City,FL,30.1588129,-85.6602058
471,Pemboke Pines,FL,26.007765,-80.2962555
472,Pembroke Park,FL,25.9847308,-80.1752738
473,Pensacola,FL,30.421309,-87.2169149
474,Pinellas Park,FL,27.8428025,-82.6995443
475,Plant City,FL,28.0186323,-82.1128641
476,Plantation,FL,26.1275862,-80.2331036
477,Polk City,FL,41.7713764,-93.7129997
478,Pompano Beach,FL,26.2378597,-80.1247667
479,Port Charlotte,FL,26.9761707,-82.0906448
480,Riviera Beach,FL,26.7753405,-80.0580969
481,Saint Petersburg,FL,59.9310584,30.3609096
482,Sanford,FL,43.5355194,-96.7432104
483,Sanibel,FL,26.4489695,-82.0223137
484,Sarasota,FL,27.3364347,-82.5306527
485,Seminole,FL,35.2245201,-96.670573
486,Shalimar,FL,32.8383601,-96.9785051
487,St. Augustine,FL,29.9012437,-81.3124341
488,St. Petersburg,FL,27.7676008,-82.6402915
489,Stuart,FL,27.197548,-80.2528257
490,Sunrise,FL,38.9566722,-95.2310194
491,Surfside,FL,36.1410664,-95.906181
492,Tallahassee,FL,30.4382559,-84.2807329
493,Tampa,FL,27.950575,-82.4571776
494,Tampa ,FL,27.950575,-82.4571776
495,Titusville,FL,28.6122187,-80.8075537
496,Venice,FL,45.4408474,12.3155151
497,Vero Beach,FL,27.6386434,-80.3972736
498,Wauchula,FL,27.5472589,-81.8114715
499,Wellington,FL,-41.2864603,174.776236
500,West Palm Beach,FL,26.7153424,-80.0533746
501,Weston,FL,26.1003654,-80.3997748
502,Wilton Manors,FL,26.1603626,-80.138934
503,Winter Garden,FL,28.5652787,-81.5861847
504,Winter Haven,FL,28.0222435,-81.7328567
505,Winter Park,FL,39.8916537,-105.7630624
506,Albany,GA,42.6525793,-73.7562317
507,Alpharetta,GA,34.0753762,-84.2940899
508,Americus,GA,32.0723861,-84.2326876
509,Athens,GA,37.9838096,23.7275388
510,Atlanta,GA,33.7489954,-84.3879824
511,Augusta,GA,33.4734978,-82.0105148
512,Bogart,GA,42.4453137,19.2561256
513,Brunswick,GA,31.1499528,-81.4914894
514,Buford,GA,34.1206564,-84.0043513
515,Carrollton,GA,32.9756415,-96.8899636
516,Chamblee,GA,33.8920468,-84.2988126
517,Clayton,GA,55.4015663,10.3581341
518,Columbus,GA,39.9611755,-82.9987942
519,Covington,GA,33.5967815,-83.8601827
520,Cumming,GA,34.2073196,-84.1401926
521,Dalton,GA,-29.3421175,30.6300567
522,Decatur,GA,33.7748275,-84.2963123
523,Duluth,GA,46.7866719,-92.1004852
524,Dunwoody,GA,33.9462125,-84.3346473
525,Ellijay,GA,34.6948076,-84.4821498
526,Fayetteville,GA,35.0526641,-78.8783585
527,Flowery Branch,GA,34.1851017,-83.9251809
528,Gainesville,GA,29.6516344,-82.3248262
529,Gainsville,GA,29.6516344,-82.3248262
530,Griffin,GA,51.5248099,-0.0820411
531,Hamilton,GA,43.2557206,-79.8711024
532,Lawrenceville,GA,33.9562149,-83.9879625
533,Lilburn,GA,33.8901036,-84.1429719
534,Locust Grove,GA,33.3459495,-84.109083
535,Mableton,GA,33.8187167,-84.5824329
536,Macon,GA,32.8406946,-83.6324022
537,Madison,GA,43.0730517,-89.4012302
538,Marietta,GA,33.952602,-84.5499327
539,Milton,GA,43.5182991,-79.8774042
540,Moultrie,GA,31.1799407,-83.7888387
541,Norcross,GA,33.9412127,-84.2135309
542,Peachtree Corners,GA,33.9698809,-84.2214706
543,Pendergrass,GA,36.175604,-80.344406
544,Powder Springs,GA,33.8595491,-84.683824
545,Ringgold,GA,40.2116395,-79.9975916
546,Rosewell,GA,55.851044,-3.136254
547,Roswell,GA,33.3942655,-104.5230242
548,Sandy Springs,GA,33.9304352,-84.3733147
549,Savannah,GA,32.0808989,-81.091203
550,Scottdale,GA,40.1003506,-79.5869834
551,Smryna,GA,33.8839926,-84.5143761
552,Statesboro,GA,32.4487876,-81.7831674
553,Stockbridge,GA,51.116603,-1.484301
554,Stone Mountain,GA,33.8081608,-84.170196
555,Thomasville,GA,35.8826369,-80.0819879
556,Union City,GA,37.5933562,-122.0438609
557,Valdosta,GA,30.8327022,-83.2784851
558,Vidalia,GA,32.2176855,-82.4134614
559,Warner Robins,GA,32.6130007,-83.624201
560,Hilo,HI,19.7241106,-155.0868193
561,Honolulu,HI,21.3069444,-157.8583333
562,Kahului,HI,20.8893351,-156.4729469
563,Kalaheo,HI,21.9286111,-159.5302778
564,Wai'anae,HI,21.4359641,-158.1848755
565,Wailuku,HI,20.8911111,-156.5047222
566,Waipahu,HI,21.3866667,-158.0091667
567, Sioux City,IA,42.4963416,-96.4049408
568,Ames,IA,42.0307812,-93.6319131
569,Bettendorf,IA,41.5262641,-90.5072573
570,Cedar Rapids,IA,41.9778795,-91.6656232
571,Clear Lake,IA,39.0581905,-122.831015
572,Colfax,IA,39.1007298,-120.9532759
573,Coralville,IA,41.6822756,-91.5960643
574,Davenport,IA,41.5236437,-90.5776367
575,Decorah,IA,43.3033056,-91.7857092
576,Des Moines,IA,41.5868353,-93.6249593
577,Dubuque,IA,42.5022661,-90.6654675
578,Elk Horn,IA,42.6727927,-88.5445447
579,Grimes,IA,41.6883646,-93.7925199
580,Iowa City,IA,41.6611277,-91.5301683
581,Marion,IA,35.6840131,-82.0092745
582,Monticello,IA,38.0086043,-78.4531994
583,SE Cedar Rapids,IA,41.9778795,-91.6656232
584,Sioux City,IA,42.4963416,-96.4049408
585,Union,IA,37.03543,-95.6412965
586,Urbandale,IA,41.6266555,-93.7121656
